#	########################################
#	##### Peptide Assembling #####
#	########################################
#	
#	###############
#	# Input Files #
#	###############
#	
#	[Input_Files]
#	
#	psm{Run1} = ./filtered.psm.txt
#	
#	pep{Run1} = ./filtered.pep.txt
#	
#	########################
#	# Filtering Parameters #
#	########################
#	
#	[Protein_Identification]
#	
#	# Minimum number of peptides per protein
#	Min_Peptide_Per_Protein = 1
#	
#	# Minimum number of unique peptides per protein
#	Min_Unique_Peptide_Per_Protein = 1
#	
#	#######################
#	# Statistical Results #
#	#######################
#	
#	[Statistical_Results]
#	
#	# Numbers of proteins before filtering
#	Decoy_Proteins_Before_Filtering = 28
#	Target_Proteins_Before_Filtering = 3867
#	Total_Proteins_Before_Filtering = 3895
#	
#	# Numbers of proteins after filtering
#	Decoy_Proteins_After_Filtering = 25
#	Target_Proteins_After_Filtering = 2839
#	Total_Proteins_After_Filtering = 2864
#	
#	# Protein FDR = Decoy_Proteins_After_Filtering / Total_Proteins_After_Filtering
#	Protein_FDR = 0.00873
#	
#	################
#	# Column Names #
#	################
#	
#	[Column_Names]
#	ProteinID = Names of the protein
#	Run#_UniquePeptideCounts = Number of unique peptides in a run
#	Run#_TotalPeptideCounts = Number of all peptides in a run
#	Run#_UniqueSpectrumCounts = Number of unique PSM in a run
#	Run#_TotalSpectrumCounts = Number of all PSM in a run
#	Run#_BalancedSpectrumCounts = Balanced spectrum count in a run
#	Run#_NormalizedBalancedSpectrumCounts = Normalized Balanced spectrum count in a run
#	ProteinDescription = Protein description
#	TargetMatch = T for target match and F for decoy match
#	
ProteinID	Run1_UniquePeptideCounts	Run1_TotalPeptideCounts	Run1_UniqueSpectrumCounts	Run1_TotalSpectrumCounts	Run1_BalancedSpectrumCounts	Run1_NormalizedBalancedSpectrumCounts	ProteinDescription	TargetMatch
merged|29990_6	1	1	1	1	1.0	1.0	N/A	T
merged|30153_8	1	2	1	2	1.0	1.0	N/A	T
merged|30241_4	1	1	1	1	1.0	1.0	N/A	T
merged|30263_7	1	1	1	1	1.0	1.0	N/A	T
merged|3030_4	1	3	1	3	1.5	1.5	N/A	T
merged|30375_2	1	1	1	1	1.0	1.0	N/A	T
merged|30413_13	1	1	1	1	1.0	1.0	N/A	T
merged|30464_1	1	1	1	1	1.0	1.0	N/A	T
merged|30476_3	1	7	2	14	7.0	7.0	N/A	T
merged|30538_3	1	1	1	1	1.0	1.0	N/A	T
merged|30562_2	1	7	1	7	1.4	1.4	N/A	T
merged|30574_10	1	1	1	1	1.0	1.0	N/A	T
merged|30618_2	2	2	2	2	2.0	2.0	N/A	T
merged|30627_6	2	3	2	3	1.5	1.5	N/A	T
merged|30646_10	2	2	2	2	2.0	2.0	N/A	T
merged|30653_1	3	4	4	5	2.5	2.5	N/A	T
merged|3068_1	1	1	1	1	1.0	1.0	N/A	T
merged|30709_1	1	1	1	1	1.0	1.0	N/A	T
merged|3075_1	1	1	1	1	1.0	1.0	N/A	T
merged|30787_34	1	1	1	1	1.0	1.0	N/A	T
merged|30815_16	1	1	1	1	1.0	1.0	N/A	T
merged|30819_12	1	1	1	1	1.0	1.0	N/A	T
merged|30819_21	1	1	1	1	1.0	1.0	N/A	T
merged|30843_3	1	1	1	1	1.0	1.0	N/A	T
merged|30844_2	3	4	3	4	2.0	2.0	N/A	T
merged|30859_15	1	1	1	1	1.0	1.0	N/A	T
merged|30864_43	1	3	1	4	0.6666666666666666	0.67	N/A	T
merged|30868_9	1	1	1	1	1.0	1.0	N/A	T
merged|30869_1	8	8	8	8	8.0	8.0	N/A	T
merged|30875_14	2	5	2	5	1.6666666666666667	1.67	N/A	T
merged|30878_42	1	2	1	2	0.6666666666666666	0.67	N/A	T
merged|30878_69	1	1	1	1	1.0	1.0	N/A	T
merged|30886_3	1	1	1	1	1.0	1.0	N/A	T
merged|30964_12	1	2	1	2	1.0	1.0	N/A	T
merged|30970_16	1	1	1	1	1.0	1.0	N/A	T
merged|30984_7	1	1	1	1	1.0	1.0	N/A	T
merged|31080_22	1	1	1	1	1.0	1.0	N/A	T
merged|31096_29	1	2	1	2	1.0	1.0	N/A	T
merged|31096_4	1	1	1	1	1.0	1.0	N/A	T
merged|3111_21	2	2	2	2	2.0	2.0	N/A	T
merged|31182_4	1	3	1	4	0.6666666666666666	0.67	N/A	T
merged|31229_2	1	1	1	1	1.0	1.0	N/A	T
merged|31467_8	1	1	1	1	1.0	1.0	N/A	T
merged|31497_1	1	1	1	1	1.0	1.0	N/A	T
merged|31534_2	3	4	3	4	2.0	2.0	N/A	T
merged|31535_1	2	3	2	3	0.6	0.6	N/A	T
merged|31566_17	8	8	8	8	8.0	8.0	N/A	T
merged|31638_5	1	1	1	1	1.0	1.0	N/A	T
merged|31638_6	2	2	2	2	2.0	2.0	N/A	T
merged|31638_61	1	2	1	2	1.0	1.0	N/A	T
merged|31638_82	1	1	1	1	1.0	1.0	N/A	T
merged|31747_11	1	1	1	1	1.0	1.0	N/A	T
merged|31856_4	1	2	1	2	1.0	1.0	N/A	T
merged|3192_1	1	1	1	1	1.0	1.0	N/A	T
merged|31936_8	1	3	1	3	0.75	0.75	N/A	T
merged|31978_1	2	2	2	2	2.0	2.0	N/A	T
merged|32021_30	1	2	1	2	1.0	1.0	N/A	T
merged|32028_6	1	1	1	1	1.0	1.0	N/A	T
merged|32046_1	1	1	1	1	1.0	1.0	N/A	T
merged|3210_2	1	1	1	1	1.0	1.0	N/A	T
merged|3212_2	2	7	2	7	2.3333333333333335	2.33	N/A	T
merged|32161_4	1	1	1	1	1.0	1.0	N/A	T
merged|32253_6	1	1	1	1	1.0	1.0	N/A	T
merged|32293_2	1	1	1	1	1.0	1.0	N/A	T
merged|32415_2	2	3	2	3	1.0	1.0	N/A	T
merged|3243_3	1	1	1	1	1.0	1.0	N/A	T
merged|32448_4	1	3	1	3	1.0	1.0	N/A	T
merged|32454_2	1	1	1	1	1.0	1.0	N/A	T
merged|32479_4	1	1	1	1	1.0	1.0	N/A	T
merged|32479_9	1	1	1	1	1.0	1.0	N/A	T
merged|32495_2	1	1	1	1	1.0	1.0	N/A	T
merged|32500_2	1	1	1	1	1.0	1.0	N/A	T
merged|32500_3	2	2	2	2	2.0	2.0	N/A	T
merged|32622_3	1	1	1	1	1.0	1.0	N/A	T
merged|32636_1	1	1	1	1	1.0	1.0	N/A	T
merged|32666_2	1	3	1	3	0.3	0.3	N/A	T
merged|32754_4	1	1	1	1	1.0	1.0	N/A	T
merged|32777_1	2	4	2	4	0.16666666666666666	0.17	N/A	T
merged|32784_1	1	1	1	1	1.0	1.0	N/A	T
merged|32786_2	2	2	2	2	2.0	2.0	N/A	T
merged|32802_18	1	1	1	1	1.0	1.0	N/A	T
merged|32802_3	1	1	1	1	1.0	1.0	N/A	T
merged|32805_4	1	1	1	1	1.0	1.0	N/A	T
merged|3280_2	1	1	1	1	1.0	1.0	N/A	T
merged|3280_5	1	6	1	8	0.5333333333333333	0.53	N/A	T
merged|32811_22	1	1	1	1	1.0	1.0	N/A	T
merged|32878_1	1	1	1	1	1.0	1.0	N/A	T
merged|33005_11	1	1	1	1	1.0	1.0	N/A	T
merged|3308_3	1	1	1	1	1.0	1.0	N/A	T
merged|33095_1	1	1	1	1	1.0	1.0	N/A	T
merged|3315_32	1	2	1	2	1.0	1.0	N/A	T
merged|3316_16	2	2	2	2	2.0	2.0	N/A	T
merged|33210_1	1	5	1	5	1.25	1.25	N/A	T
merged|3328_17	2	2	3	3	3.0	3.0	N/A	T
merged|33304_13	1	1	1	1	1.0	1.0	N/A	T
merged|33305_4	1	1	1	1	1.0	1.0	N/A	T
merged|33352_25	1	1	1	1	1.0	1.0	N/A	T
merged|33459_2	1	1	1	1	1.0	1.0	N/A	T
merged|3352_3	1	1	1	1	1.0	1.0	N/A	T
merged|33572_4	1	1	1	1	1.0	1.0	N/A	T
merged|33599_18	1	1	1	1	1.0	1.0	N/A	T
merged|33619_1	1	1	1	1	1.0	1.0	N/A	T
merged|33666_1	12	12	16	16	16.0	16.0	N/A	T
merged|33699_3	1	1	1	1	1.0	1.0	N/A	T
merged|3376_1	1	1	1	1	1.0	1.0	N/A	T
merged|33972_1	2	2	2	2	2.0	2.0	N/A	T
merged|33995_3	1	1	1	1	1.0	1.0	N/A	T
merged|33995_5	1	1	1	1	1.0	1.0	N/A	T
merged|34054_3	3	4	3	4	2.0	2.0	N/A	T
merged|34073_5	1	1	1	1	1.0	1.0	N/A	T
merged|34097_4	1	1	1	1	1.0	1.0	N/A	T
merged|34105_1	5	5	5	5	5.0	5.0	N/A	T
merged|34174_1	1	3	1	3	1.0	1.0	N/A	T
merged|3418_2	2	4	2	4	1.0	1.0	N/A	T
merged|34191_4	2	2	2	2	2.0	2.0	N/A	T
merged|34193_2	1	1	1	1	1.0	1.0	N/A	T
merged|34224_12	1	1	1	1	1.0	1.0	N/A	T
merged|34266_1	1	1	1	1	1.0	1.0	N/A	T
merged|34393_35	1	1	1	1	1.0	1.0	N/A	T
merged|34393_57	1	1	1	1	1.0	1.0	N/A	T
merged|34435_3	1	1	1	1	1.0	1.0	N/A	T
merged|34487_4	1	1	1	1	1.0	1.0	N/A	T
merged|34499_7	1	1	1	1	1.0	1.0	N/A	T
merged|34536_3	1	1	1	1	1.0	1.0	N/A	T
merged|34547_2	1	1	1	1	1.0	1.0	N/A	T
merged|34551_6	1	11	1	11	2.2	2.2	N/A	T
merged|34561_10	1	2	3	4	2.0	2.0	N/A	T
merged|34582_26	1	1	1	1	1.0	1.0	N/A	T
merged|34585_44	1	1	1	1	1.0	1.0	N/A	T
merged|34587_31	1	2	1	2	0.6666666666666666	0.67	N/A	T
merged|34589_8	1	1	1	1	1.0	1.0	N/A	T
merged|34596_10	2	4	2	7	3.5	3.5	N/A	T
merged|3465_5	1	1	1	1	1.0	1.0	N/A	T
merged|34731_8	1	1	1	1	1.0	1.0	N/A	T
merged|34859_1	1	1	1	1	1.0	1.0	N/A	T
merged|3494_1	1	6	1	10	1.0	1.0	N/A	T
merged|3494_8	3	3	3	3	3.0	3.0	N/A	T
merged|35132_1	1	1	1	1	1.0	1.0	N/A	T
merged|35159_17	1	1	1	1	1.0	1.0	N/A	T
merged|35159_18	1	1	1	1	1.0	1.0	N/A	T
merged|35159_36	1	1	1	1	1.0	1.0	N/A	T
merged|35216_1	1	1	1	1	1.0	1.0	N/A	T
merged|35289_2	1	1	1	1	1.0	1.0	N/A	T
merged|352_10	3	10	3	14	0.30434782608695654	0.3	N/A	T
merged|35353_2	1	1	1	1	1.0	1.0	N/A	T
merged|353_21	1	1	1	1	1.0	1.0	N/A	T
merged|35484_1	2	2	2	2	2.0	2.0	N/A	T
merged|35518_28	1	2	1	2	1.0	1.0	N/A	T
merged|35518_4	1	1	1	1	1.0	1.0	N/A	T
merged|3551_4	1	1	1	1	1.0	1.0	N/A	T
merged|35707_33	1	1	1	1	1.0	1.0	N/A	T
merged|35713_12	1	1	1	1	1.0	1.0	N/A	T
merged|35720_4	1	1	1	1	1.0	1.0	N/A	T
merged|35739_3	1	11	1	15	0.7894736842105263	0.79	N/A	T
merged|35798_14	1	3	1	3	0.75	0.75	N/A	T
merged|35798_15	1	24	1	42	4.2	4.2	N/A	T
merged|35821_3	1	1	1	1	1.0	1.0	N/A	T
merged|35827_6	1	1	1	1	1.0	1.0	N/A	T
merged|35836_25	1	1	1	1	1.0	1.0	N/A	T
merged|35932_2	3	4	3	4	2.0	2.0	N/A	T
merged|36033_3	1	1	1	1	1.0	1.0	N/A	T
merged|36094_3	1	1	1	1	1.0	1.0	N/A	T
merged|36094_4	1	3	1	3	1.5	1.5	N/A	T
merged|36098_2	2	5	2	5	2.5	2.5	N/A	T
merged|36143_5	1	1	1	1	1.0	1.0	N/A	T
merged|36166_24	1	1	1	1	1.0	1.0	N/A	T
merged|36168_12	1	1	1	1	1.0	1.0	N/A	T
merged|36168_14	4	6	4	8	0.2	0.2	N/A	T
merged|36168_18	3	6	3	6	0.14285714285714285	0.14	N/A	T
merged|36168_19	2	3	2	3	0.375	0.38	N/A	T
merged|36168_20	3	3	3	3	3.0	3.0	N/A	T
merged|36168_21	1	1	1	1	1.0	1.0	N/A	T
merged|36168_22	1	1	1	1	1.0	1.0	N/A	T
merged|36168_24	1	1	1	1	1.0	1.0	N/A	T
merged|36169_23	1	1	1	1	1.0	1.0	N/A	T
merged|36169_37	1	1	1	1	1.0	1.0	N/A	T
merged|36172_103	3	5	3	5	2.5	2.5	N/A	T
merged|36172_143	1	1	1	1	1.0	1.0	N/A	T
merged|36172_5	1	1	1	1	1.0	1.0	N/A	T
merged|36172_84	1	4	1	4	0.5714285714285714	0.57	N/A	T
merged|36175_32	1	1	1	1	1.0	1.0	N/A	T
merged|36192_7	1	1	1	1	1.0	1.0	N/A	T
merged|3620_9	1	1	1	1	1.0	1.0	N/A	T
merged|36342_6	3	4	3	4	2.0	2.0	N/A	T
merged|363_2	1	1	1	1	1.0	1.0	N/A	T
merged|36440_1	1	1	1	1	1.0	1.0	N/A	T
merged|36698_4	1	2	1	2	0.6666666666666666	0.67	N/A	T
merged|36723_1	2	2	2	2	2.0	2.0	N/A	T
merged|368_9	3	6	3	6	2.0	2.0	N/A	T
merged|36978_16	1	1	1	1	1.0	1.0	N/A	T
merged|3697_7	2	10	2	11	1.8333333333333333	1.83	N/A	T
merged|3699_12	1	1	1	1	1.0	1.0	N/A	T
merged|3701_23	1	1	2	2	2.0	2.0	N/A	T
merged|3701_5	1	1	1	1	1.0	1.0	N/A	T
merged|3706_6	1	1	1	1	1.0	1.0	N/A	T
merged|3715_18	1	3	1	3	1.5	1.5	N/A	T
merged|3715_20	1	2	1	2	1.0	1.0	N/A	T
merged|3716_22	1	1	1	1	1.0	1.0	N/A	T
merged|3717_10	2	5	2	5	0.8333333333333334	0.83	N/A	T
merged|3717_9	2	2	2	2	2.0	2.0	N/A	T
merged|37201_9	2	5	2	5	1.25	1.25	N/A	T
merged|37221_1	3	3	3	3	3.0	3.0	N/A	T
merged|3722_26	1	2	1	2	0.6666666666666666	0.67	N/A	T
merged|3724_11	1	2	1	2	1.0	1.0	N/A	T
merged|37265_5	2	6	4	17	8.5	8.5	N/A	T
merged|3726_5	1	1	1	1	1.0	1.0	N/A	T
merged|37292_23	1	1	1	1	1.0	1.0	N/A	T
merged|37299_8	1	5	1	9	0.21428571428571427	0.21	N/A	T
merged|3730_29	1	1	1	1	1.0	1.0	N/A	T
merged|37363_1	1	1	1	1	1.0	1.0	N/A	T
merged|37374_1	5	5	6	6	6.0	6.0	N/A	T
merged|37428_4	3	4	4	5	2.5	2.5	N/A	T
merged|37445_9	2	2	2	2	2.0	2.0	N/A	T
merged|37446_1	1	1	1	1	1.0	1.0	N/A	T
merged|37485_4	8	8	9	9	9.0	9.0	N/A	T
merged|37532_2	1	1	1	1	1.0	1.0	N/A	T
merged|37649_10	1	6	1	8	0.18604651162790697	0.19	N/A	T
merged|37649_12	1	3	1	3	1.5	1.5	N/A	T
merged|37649_8	1	1	1	1	1.0	1.0	N/A	T
merged|37662_3	1	1	1	1	1.0	1.0	N/A	T
merged|37672_7	1	1	1	1	1.0	1.0	N/A	T
merged|37673_6	2	8	2	9	4.5	4.5	N/A	T
merged|37680_25	1	3	1	3	1.5	1.5	N/A	T
merged|37686_39	1	3	1	3	1.5	1.5	N/A	T
merged|37687_6	1	1	1	1	1.0	1.0	N/A	T
merged|37727_32	5	5	8	8	8.0	8.0	N/A	T
merged|37727_9	2	2	2	2	2.0	2.0	N/A	T
merged|3778_15	1	1	1	1	1.0	1.0	N/A	T
merged|37830_1	1	1	1	1	1.0	1.0	N/A	T
merged|37918_6	1	1	1	1	1.0	1.0	N/A	T
merged|3793_35	1	1	1	1	1.0	1.0	N/A	T
merged|379_2	2	3	2	3	1.5	1.5	N/A	T
merged|379_4	1	1	1	1	1.0	1.0	N/A	T
merged|38131_8	3	4	3	4	2.0	2.0	N/A	T
merged|38180_22	3	3	3	3	3.0	3.0	N/A	T
merged|38198_6	1	1	1	1	1.0	1.0	N/A	T
merged|3819_19	8	9	13	14	7.0	7.0	N/A	T
merged|3825_11	1	1	1	1	1.0	1.0	N/A	T
merged|3827_23	2	4	2	4	1.3333333333333333	1.33	N/A	T
merged|38298_1	1	1	1	1	1.0	1.0	N/A	T
merged|3833_169	2	6	2	7	1.75	1.75	N/A	T
merged|38442_1	2	2	2	2	2.0	2.0	N/A	T
merged|38570_1	2	2	2	2	2.0	2.0	N/A	T
merged|38620_5	1	1	1	1	1.0	1.0	N/A	T
merged|38638_1	1	6	1	13	1.4444444444444444	1.44	N/A	T
merged|38648_11	1	2	1	2	1.0	1.0	N/A	T
merged|38648_15	1	1	1	1	1.0	1.0	N/A	T
merged|38648_3	1	1	1	1	1.0	1.0	N/A	T
merged|38669_1	1	1	1	1	1.0	1.0	N/A	T
merged|38670_10	1	5	1	5	0.7142857142857143	0.71	N/A	T
merged|38670_12	1	1	1	1	1.0	1.0	N/A	T
merged|38692_2	1	1	1	1	1.0	1.0	N/A	T
merged|38709_8	4	4	4	4	4.0	4.0	N/A	T
merged|38758_3	2	2	2	2	2.0	2.0	N/A	T
merged|38784_8	1	1	1	1	1.0	1.0	N/A	T
merged|3879_124	1	1	1	1	1.0	1.0	N/A	T
merged|3879_39	1	1	1	1	1.0	1.0	N/A	T
merged|3879_60	3	4	3	4	1.3333333333333333	1.33	N/A	T
merged|38859_4	2	2	2	2	2.0	2.0	N/A	T
merged|38887_3	1	1	1	1	1.0	1.0	N/A	T
merged|38936_2	1	1	1	1	1.0	1.0	N/A	T
merged|3898_12	2	2	2	2	2.0	2.0	N/A	T
merged|3898_13	1	1	1	1	1.0	1.0	N/A	T
merged|39061_12	1	1	1	1	1.0	1.0	N/A	T
merged|39133_21	1	1	1	1	1.0	1.0	N/A	T
merged|391_46	1	3	1	3	1.0	1.0	N/A	T
merged|391_5	8	9	10	11	5.5	5.5	N/A	T
merged|391_6	1	3	2	4	2.0	2.0	N/A	T
merged|3922_33	1	1	1	1	1.0	1.0	N/A	T
merged|39238_1	1	2	1	2	1.0	1.0	N/A	T
merged|39298_1	2	2	2	2	2.0	2.0	N/A	T
merged|39365_2	5	6	5	6	2.0	2.0	N/A	T
merged|39372_2	1	3	1	3	1.5	1.5	N/A	T
merged|39466_1	1	1	1	1	1.0	1.0	N/A	T
merged|39536_2	1	1	1	1	1.0	1.0	N/A	T
merged|39536_3	1	2	1	2	1.0	1.0	N/A	T
merged|39536_4	3	3	3	3	3.0	3.0	N/A	T
merged|3969_7	3	3	3	3	3.0	3.0	N/A	T
merged|39814_2	1	1	1	1	1.0	1.0	N/A	T
merged|40090_7	1	1	1	1	1.0	1.0	N/A	T
merged|40115_8	4	6	4	6	3.0	3.0	N/A	T
merged|4011_1	1	1	1	1	1.0	1.0	N/A	T
merged|40168_1	1	1	1	1	1.0	1.0	N/A	T
merged|40180_6	1	1	1	1	1.0	1.0	N/A	T
merged|40305_2	1	2	1	2	1.0	1.0	N/A	T
merged|4035_2	1	1	1	1	1.0	1.0	N/A	T
merged|40485_23	1	2	1	2	1.0	1.0	N/A	T
merged|4063_1	1	1	1	1	1.0	1.0	N/A	T
merged|40861_1	1	12	1	15	0.3	0.3	N/A	T
merged|40971_1	1	3	1	3	0.13636363636363635	0.14	N/A	T
merged|4103_1	1	1	1	1	1.0	1.0	N/A	T
merged|41044_2	2	5	2	7	3.5	3.5	N/A	T
merged|41414_1	1	1	1	1	1.0	1.0	N/A	T
merged|41620_2	1	1	1	1	1.0	1.0	N/A	T
merged|41668_33	1	1	1	1	1.0	1.0	N/A	T
merged|416_2	1	4	1	5	0.2631578947368421	0.26	N/A	T
merged|41802_11	1	1	1	1	1.0	1.0	N/A	T
merged|42097_2	1	1	1	1	1.0	1.0	N/A	T
merged|42140_6	1	1	1	1	1.0	1.0	N/A	T
merged|4232_2	1	5	1	9	4.5	4.5	N/A	T
merged|4246_50	1	1	1	1	1.0	1.0	N/A	T
merged|42473_54	1	1	1	1	1.0	1.0	N/A	T
merged|42479_7	1	1	1	1	1.0	1.0	N/A	T
merged|42530_3	1	1	1	1	1.0	1.0	N/A	T
merged|4265_2	3	3	3	3	3.0	3.0	N/A	T
merged|42899_21	1	1	1	1	1.0	1.0	N/A	T
merged|42918_4	1	1	1	1	1.0	1.0	N/A	T
merged|43137_1	1	1	1	1	1.0	1.0	N/A	T
merged|4327_33	1	1	1	1	1.0	1.0	N/A	T
merged|4327_43	1	1	1	1	1.0	1.0	N/A	T
merged|43280_5	1	1	1	1	1.0	1.0	N/A	T
merged|43346_3	2	2	2	2	2.0	2.0	N/A	T
merged|436_7	1	1	1	1	1.0	1.0	N/A	T
merged|4383_2	1	3	1	3	1.0	1.0	N/A	T
merged|4392_1	1	10	1	17	0.85	0.85	N/A	T
merged|44014_2	1	1	1	1	1.0	1.0	N/A	T
merged|44026_4	2	2	2	2	2.0	2.0	N/A	T
merged|4404_1	1	1	1	1	1.0	1.0	N/A	T
merged|44053_26	2	6	2	7	0.4666666666666667	0.47	N/A	T
merged|4449_1	1	1	1	1	1.0	1.0	N/A	T
merged|44715_1	1	1	1	1	1.0	1.0	N/A	T
merged|44903_2	1	1	1	1	1.0	1.0	N/A	T
merged|4491_116	1	1	1	1	1.0	1.0	N/A	T
merged|4491_23	1	2	1	2	1.0	1.0	N/A	T
merged|45032_2	1	1	1	1	1.0	1.0	N/A	T
merged|45125_4	1	1	1	1	1.0	1.0	N/A	T
merged|45219_3	1	1	1	1	1.0	1.0	N/A	T
merged|45477_2	1	1	1	1	1.0	1.0	N/A	T
merged|45513_12	1	1	1	1	1.0	1.0	N/A	T
merged|45532_15	1	1	1	1	1.0	1.0	N/A	T
merged|4598_12	1	3	1	3	0.25	0.25	N/A	T
merged|46168_8	1	1	1	1	1.0	1.0	N/A	T
merged|46177_2	1	2	1	2	1.0	1.0	N/A	T
merged|4628_2	1	1	1	1	1.0	1.0	N/A	T
merged|4630_15	1	1	1	1	1.0	1.0	N/A	T
merged|4636_13	1	1	1	1	1.0	1.0	N/A	T
merged|4636_4	1	2	1	2	1.0	1.0	N/A	T
merged|46450_1	1	1	1	1	1.0	1.0	N/A	T
merged|4648_23	1	1	1	1	1.0	1.0	N/A	T
merged|46547_41	1	1	1	1	1.0	1.0	N/A	T
merged|46547_42	1	1	1	1	1.0	1.0	N/A	T
merged|46581_20	1	3	1	4	1.3333333333333333	1.33	N/A	T
merged|46948_2	3	3	3	3	3.0	3.0	N/A	T
merged|46951_13	1	1	1	1	1.0	1.0	N/A	T
merged|46955_24	2	2	2	2	2.0	2.0	N/A	T
merged|46_9	1	1	1	1	1.0	1.0	N/A	T
merged|4731_1	1	1	1	1	1.0	1.0	N/A	T
merged|47580_3	1	1	1	1	1.0	1.0	N/A	T
merged|47706_1	1	2	1	2	0.5	0.5	N/A	T
merged|47777_1	1	1	1	1	1.0	1.0	N/A	T
merged|47858_2	1	1	1	1	1.0	1.0	N/A	T
merged|47876_1	1	1	1	1	1.0	1.0	N/A	T
merged|4833_1	1	1	1	1	1.0	1.0	N/A	T
merged|48467_21	1	1	1	1	1.0	1.0	N/A	T
merged|48813_5	1	1	1	1	1.0	1.0	N/A	T
merged|48860_2	1	2	1	2	0.6666666666666666	0.67	N/A	T
merged|49155_2	1	1	1	1	1.0	1.0	N/A	T
merged|49209_1	2	2	2	2	2.0	2.0	N/A	T
merged|49266_11	1	1	1	1	1.0	1.0	N/A	T
merged|4926_16	1	1	1	1	1.0	1.0	N/A	T
merged|49359_5	1	1	1	1	1.0	1.0	N/A	T
merged|49361_4	1	1	1	1	1.0	1.0	N/A	T
merged|4940_37	1	2	1	2	1.0	1.0	N/A	T
merged|49501_2	1	1	1	1	1.0	1.0	N/A	T
merged|4951_4	1	1	1	1	1.0	1.0	N/A	T
merged|49712_1	1	1	1	1	1.0	1.0	N/A	T
merged|49770_1	1	1	1	1	1.0	1.0	N/A	T
merged|49780_7	2	2	2	2	2.0	2.0	N/A	T
merged|49890_1	1	1	1	1	1.0	1.0	N/A	T
merged|50124_1	1	1	1	1	1.0	1.0	N/A	T
merged|504_3	1	1	1	1	1.0	1.0	N/A	T
merged|50592_2	1	1	1	1	1.0	1.0	N/A	T
merged|506_38	1	1	1	1	1.0	1.0	N/A	T
merged|50848_103	1	1	1	1	1.0	1.0	N/A	T
merged|50857_22	1	1	1	1	1.0	1.0	N/A	T
merged|508_1	5	15	6	23	0.48936170212765956	0.49	N/A	T
merged|508_73	1	1	1	1	1.0	1.0	N/A	T
merged|5099_13	1	1	2	2	2.0	2.0	N/A	T
merged|5099_17	2	4	2	4	2.0	2.0	N/A	T
merged|51206_1	1	1	1	1	1.0	1.0	N/A	T
merged|5120_12	1	1	1	1	1.0	1.0	N/A	T
merged|51514_4	1	1	1	1	1.0	1.0	N/A	T
merged|51597_1	1	1	1	1	1.0	1.0	N/A	T
merged|5165_17	1	2	1	2	1.0	1.0	N/A	T
merged|5172_7	1	1	1	1	1.0	1.0	N/A	T
merged|52220_2	1	1	1	1	1.0	1.0	N/A	T
merged|52258_5	1	1	1	1	1.0	1.0	N/A	T
merged|5229_1	1	2	1	2	0.5	0.5	N/A	T
merged|52524_2	1	1	1	1	1.0	1.0	N/A	T
merged|52540_1	1	1	1	1	1.0	1.0	N/A	T
merged|52602_2	1	1	1	1	1.0	1.0	N/A	T
merged|52672_1	1	1	1	1	1.0	1.0	N/A	T
merged|52948_4	3	4	3	4	2.0	2.0	N/A	T
merged|52990_2	2	2	3	3	3.0	3.0	N/A	T
merged|5312_2	1	1	1	1	1.0	1.0	N/A	T
merged|53655_1	1	3	1	3	0.6	0.6	N/A	T
merged|5373_5	1	2	1	2	1.0	1.0	N/A	T
merged|53760_1	1	2	1	2	1.0	1.0	N/A	T
merged|5429_13	1	1	1	1	1.0	1.0	N/A	T
merged|5445_2	1	1	1	1	1.0	1.0	N/A	T
merged|54705_2	1	1	1	1	1.0	1.0	N/A	T
merged|54870_38	1	1	1	1	1.0	1.0	N/A	T
merged|54954_1	1	1	1	1	1.0	1.0	N/A	T
merged|55121_3	1	1	1	1	1.0	1.0	N/A	T
merged|55279_68	1	1	1	1	1.0	1.0	N/A	T
merged|563_27	2	2	2	2	2.0	2.0	N/A	T
merged|5751_9	1	1	1	1	1.0	1.0	N/A	T
merged|5755_1	1	1	1	1	1.0	1.0	N/A	T
merged|5834_16	2	11	2	12	0.19047619047619047	0.19	N/A	T
merged|5834_23	2	10	2	15	0.3191489361702128	0.32	N/A	T
merged|5847_1	2	2	2	2	2.0	2.0	N/A	T
merged|5935_29	1	1	1	1	1.0	1.0	N/A	T
merged|5968_13	1	2	1	2	1.0	1.0	N/A	T
merged|600_1	1	1	1	1	1.0	1.0	N/A	T
merged|600_3	1	4	1	6	1.2	1.2	N/A	T
merged|6067_2	1	1	1	1	1.0	1.0	N/A	T
merged|6126_4	1	1	1	1	1.0	1.0	N/A	T
merged|6138_1	1	1	1	1	1.0	1.0	N/A	T
merged|6138_2	1	2	1	2	0.4	0.4	N/A	T
merged|6166_77	1	1	1	1	1.0	1.0	N/A	T
merged|6166_95	1	1	1	1	1.0	1.0	N/A	T
merged|6192_2	1	4	1	4	0.5714285714285714	0.57	N/A	T
merged|6198_1	1	3	1	3	1.5	1.5	N/A	T
merged|6254_2	2	3	2	3	1.5	1.5	N/A	T
merged|6330_8	1	1	1	1	1.0	1.0	N/A	T
merged|635_5	1	1	1	1	1.0	1.0	N/A	T
merged|6444_11	1	7	1	10	0.20408163265306123	0.2	N/A	T
merged|6448_1	1	1	1	1	1.0	1.0	N/A	T
merged|6461_2	2	6	3	7	2.3333333333333335	2.33	N/A	T
merged|6464_4	1	1	1	1	1.0	1.0	N/A	T
merged|6528_9	1	9	1	15	0.36585365853658536	0.37	N/A	T
