#	########################################
#	##### Peptide Assembling #####
#	########################################
#	
#	###############
#	# Input Files #
#	###############
#	
#	[Input_Files]
#	
#	psm{Run1} = ./filtered.psm.txt
#	
#	pep{Run1} = ./filtered.pep.txt
#	
#	########################
#	# Filtering Parameters #
#	########################
#	
#	[Protein_Identification]
#	
#	# Minimum number of peptides per protein
#	Min_Peptide_Per_Protein = 1
#	
#	# Minimum number of unique peptides per protein
#	Min_Unique_Peptide_Per_Protein = 1
#	
#	#######################
#	# Statistical Results #
#	#######################
#	
#	[Statistical_Results]
#	
#	# Numbers of proteins before filtering
#	Decoy_Proteins_Before_Filtering = 28
#	Target_Proteins_Before_Filtering = 3867
#	Total_Proteins_Before_Filtering = 3895
#	
#	# Numbers of proteins after filtering
#	Decoy_Proteins_After_Filtering = 25
#	Target_Proteins_After_Filtering = 2839
#	Total_Proteins_After_Filtering = 2864
#	
#	# Protein FDR = Decoy_Proteins_After_Filtering / Total_Proteins_After_Filtering
#	Protein_FDR = 0.00873
#	
#	################
#	# Column Names #
#	################
#	
#	[Column_Names]
#	ProteinID = Names of the protein
#	Run#_UniquePeptideCounts = Number of unique peptides in a run
#	Run#_TotalPeptideCounts = Number of all peptides in a run
#	Run#_UniqueSpectrumCounts = Number of unique PSM in a run
#	Run#_TotalSpectrumCounts = Number of all PSM in a run
#	Run#_BalancedSpectrumCounts = Balanced spectrum count in a run
#	Run#_NormalizedBalancedSpectrumCounts = Normalized Balanced spectrum count in a run
#	ProteinDescription = Protein description
#	TargetMatch = T for target match and F for decoy match
#	
ProteinID	Run1_UniquePeptideCounts	Run1_TotalPeptideCounts	Run1_UniqueSpectrumCounts	Run1_TotalSpectrumCounts	Run1_BalancedSpectrumCounts	Run1_NormalizedBalancedSpectrumCounts	ProteinDescription	TargetMatch
merged|16756_10	1	1	1	1	1.0	1.0	N/A	T
merged|16767_65	1	1	1	1	1.0	1.0	N/A	T
merged|16767_66	5	5	5	5	5.0	5.0	N/A	T
merged|16768_8	1	2	1	2	1.0	1.0	N/A	T
merged|16770_22	2	4	2	4	0.23529411764705882	0.24	N/A	T
merged|16778_3	1	1	1	1	1.0	1.0	N/A	T
merged|16781_12	2	3	2	3	1.0	1.0	N/A	T
merged|16781_4	1	6	1	6	0.10714285714285714	0.11	N/A	T
merged|16782_6	2	3	2	3	1.0	1.0	N/A	T
merged|16785_22	1	1	1	1	1.0	1.0	N/A	T
merged|16785_24	2	3	2	3	1.5	1.5	N/A	T
merged|16785_4	3	4	3	4	2.0	2.0	N/A	T
merged|16790_15	2	3	2	3	1.5	1.5	N/A	T
merged|16790_16	2	2	2	2	2.0	2.0	N/A	T
merged|16790_17	2	4	2	4	2.0	2.0	N/A	T
merged|16790_3	1	3	1	3	1.5	1.5	N/A	T
merged|16791_42	1	2	1	2	1.0	1.0	N/A	T
merged|16792_12	1	1	1	1	1.0	1.0	N/A	T
merged|16794_33	1	1	1	1	1.0	1.0	N/A	T
merged|16794_47	1	1	1	1	1.0	1.0	N/A	T
merged|16807_15	1	1	1	1	1.0	1.0	N/A	T
merged|16807_5	1	1	1	1	1.0	1.0	N/A	T
merged|16808_49	1	1	1	1	1.0	1.0	N/A	T
merged|16810_37	1	1	1	1	1.0	1.0	N/A	T
merged|16810_45	4	4	4	4	4.0	4.0	N/A	T
merged|16812_18	4	4	4	4	4.0	4.0	N/A	T
merged|16815_24	1	1	1	1	1.0	1.0	N/A	T
merged|16819_21	1	1	1	1	1.0	1.0	N/A	T
merged|16819_7	1	1	1	1	1.0	1.0	N/A	T
merged|16849_24	2	4	2	4	1.0	1.0	N/A	T
merged|16849_26	1	9	1	9	0.375	0.38	N/A	T
merged|16849_27	1	1	1	1	1.0	1.0	N/A	T
merged|16849_5	1	1	1	1	1.0	1.0	N/A	T
merged|16849_7	2	2	2	2	2.0	2.0	N/A	T
merged|16889_9	1	1	1	1	1.0	1.0	N/A	T
merged|16932_26	1	1	1	1	1.0	1.0	N/A	T
merged|17005_5	2	2	2	2	2.0	2.0	N/A	T
merged|17005_6	1	1	1	1	1.0	1.0	N/A	T
merged|17022_11	1	1	1	1	1.0	1.0	N/A	T
merged|17026_10	1	4	1	4	2.0	2.0	N/A	T
merged|17026_2	1	1	2	2	2.0	2.0	N/A	T
merged|17047_53	1	1	1	1	1.0	1.0	N/A	T
merged|17118_3	1	1	1	1	1.0	1.0	N/A	T
merged|17125_16	2	2	2	2	2.0	2.0	N/A	T
merged|17125_17	5	7	5	7	1.75	1.75	N/A	T
merged|17132_26	1	1	1	1	1.0	1.0	N/A	T
merged|17232_1	1	1	1	1	1.0	1.0	N/A	T
merged|17271_2	2	8	3	24	1.8461538461538463	1.85	N/A	T
merged|17306_37	8	8	8	8	8.0	8.0	N/A	T
merged|17489_1	1	1	1	1	1.0	1.0	N/A	T
merged|1748_15	2	5	3	7	1.4	1.4	N/A	T
merged|17556_18	1	1	1	1	1.0	1.0	N/A	T
merged|17556_29	1	3	1	4	0.4	0.4	N/A	T
merged|1756_4	1	16	1	16	0.7272727272727273	0.73	N/A	T
merged|17585_2	1	1	1	1	1.0	1.0	N/A	T
merged|17626_1	2	2	2	2	2.0	2.0	N/A	T
merged|17704_15	3	5	3	5	2.5	2.5	N/A	T
merged|17834_1	1	1	1	1	1.0	1.0	N/A	T
merged|17915_2	3	3	3	3	3.0	3.0	N/A	T
merged|17915_3	3	3	3	3	3.0	3.0	N/A	T
merged|17_16	1	1	1	1	1.0	1.0	N/A	T
merged|18019_1	1	1	1	1	1.0	1.0	N/A	T
merged|1808_8	1	3	1	3	0.75	0.75	N/A	T
merged|18107_18	3	13	3	13	0.5909090909090909	0.59	N/A	T
merged|18119_7	1	1	1	1	1.0	1.0	N/A	T
merged|18157_5	1	3	1	3	1.5	1.5	N/A	T
merged|18173_8	2	2	2	2	2.0	2.0	N/A	T
merged|18264_5	1	1	1	1	1.0	1.0	N/A	T
merged|18347_3	1	1	1	1	1.0	1.0	N/A	T
merged|18349_1	1	1	1	1	1.0	1.0	N/A	T
merged|18399_14	2	2	2	2	2.0	2.0	N/A	T
merged|18558_7	5	9	5	10	3.3333333333333335	3.33	N/A	T
merged|18582_33	1	4	1	4	0.4444444444444444	0.44	N/A	T
merged|18680_16	1	1	1	1	1.0	1.0	N/A	T
merged|18681_1	1	1	1	1	1.0	1.0	N/A	T
merged|18681_3	1	1	1	1	1.0	1.0	N/A	T
merged|18693_5	2	4	3	7	2.3333333333333335	2.33	N/A	T
merged|18715_40	1	1	1	1	1.0	1.0	N/A	T
merged|18715_71	2	3	2	3	0.6	0.6	N/A	T
merged|18755_1	1	1	1	1	1.0	1.0	N/A	T
merged|18766_40	4	4	4	4	4.0	4.0	N/A	T
merged|18766_6	2	6	2	9	2.25	2.25	N/A	T
merged|18783_1	1	1	1	1	1.0	1.0	N/A	T
merged|18793_12	1	2	1	2	0.6666666666666666	0.67	N/A	T
merged|18836_22	2	2	2	2	2.0	2.0	N/A	T
merged|18836_23	1	1	1	1	1.0	1.0	N/A	T
merged|18836_25	1	1	1	1	1.0	1.0	N/A	T
merged|18836_29	1	1	1	1	1.0	1.0	N/A	T
merged|18836_70	1	1	1	1	1.0	1.0	N/A	T
merged|18908_4	3	4	3	4	2.0	2.0	N/A	T
merged|18918_15	1	1	1	1	1.0	1.0	N/A	T
merged|18918_22	1	3	1	4	1.3333333333333333	1.33	N/A	T
merged|18932_1	1	1	1	1	1.0	1.0	N/A	T
merged|18939_34	1	1	1	1	1.0	1.0	N/A	T
merged|18939_44	1	1	1	1	1.0	1.0	N/A	T
merged|18948_3	1	1	1	1	1.0	1.0	N/A	T
merged|18985_3	2	2	2	2	2.0	2.0	N/A	T
merged|19001_22	4	4	4	4	4.0	4.0	N/A	T
merged|19001_23	1	1	1	1	1.0	1.0	N/A	T
merged|19001_44	4	4	4	4	4.0	4.0	N/A	T
merged|19008_14	4	4	4	4	4.0	4.0	N/A	T
merged|19008_25	1	1	1	1	1.0	1.0	N/A	T
merged|19011_4	4	5	5	6	1.2	1.2	N/A	T
merged|19028_34	1	1	1	1	1.0	1.0	N/A	T
merged|19045_6	3	7	3	9	0.225	0.23	N/A	T
merged|1908_42	1	1	1	1	1.0	1.0	N/A	T
merged|19097_20	1	2	1	3	1.5	1.5	N/A	T
merged|19115_19	6	6	6	6	6.0	6.0	N/A	T
merged|19115_25	1	1	1	1	1.0	1.0	N/A	T
merged|1912_2	1	1	1	1	1.0	1.0	N/A	T
merged|19174_3	1	1	1	1	1.0	1.0	N/A	T
merged|19204_1	1	1	1	1	1.0	1.0	N/A	T
merged|19231_16	3	3	3	3	3.0	3.0	N/A	T
merged|19231_2	2	2	2	2	2.0	2.0	N/A	T
merged|19231_3	1	1	1	1	1.0	1.0	N/A	T
merged|19231_61	1	2	1	2	1.0	1.0	N/A	T
merged|19231_63	2	2	2	2	2.0	2.0	N/A	T
merged|19231_83	1	1	1	1	1.0	1.0	N/A	T
merged|19244_1	1	1	1	1	1.0	1.0	N/A	T
merged|19277_1	1	1	1	1	1.0	1.0	N/A	T
merged|19313_6	1	4	1	4	1.3333333333333333	1.33	N/A	T
merged|19346_4	2	2	2	2	2.0	2.0	N/A	T
merged|19384_14	1	1	1	1	1.0	1.0	N/A	T
merged|19394_2	2	2	2	2	2.0	2.0	N/A	T
merged|1939_5	1	6	1	6	2.0	2.0	N/A	T
merged|19407_3	5	6	8	9	4.5	4.5	N/A	T
merged|19407_4	4	4	4	4	4.0	4.0	N/A	T
merged|19479_1	1	1	1	1	1.0	1.0	N/A	T
merged|19511_40	1	1	1	1	1.0	1.0	N/A	T
merged|19512_9	2	4	3	5	2.5	2.5	N/A	T
merged|19534_7	1	1	1	1	1.0	1.0	N/A	T
merged|19574_79	1	1	1	1	1.0	1.0	N/A	T
merged|19646_44	1	1	1	1	1.0	1.0	N/A	T
merged|19646_62	2	3	2	4	2.0	2.0	N/A	T
merged|19646_89	1	1	1	1	1.0	1.0	N/A	T
merged|19657_11	1	1	1	1	1.0	1.0	N/A	T
merged|19657_42	2	5	2	6	2.0	2.0	N/A	T
merged|19657_48	1	1	1	1	1.0	1.0	N/A	T
merged|19677_5	1	1	1	1	1.0	1.0	N/A	T
merged|19697_33	1	1	1	1	1.0	1.0	N/A	T
merged|19933_1	1	1	1	1	1.0	1.0	N/A	T
merged|20030_1	1	1	1	1	1.0	1.0	N/A	T
merged|20031_16	1	1	1	1	1.0	1.0	N/A	T
merged|20034_3	1	1	1	1	1.0	1.0	N/A	T
merged|20139_2	1	1	1	1	1.0	1.0	N/A	T
merged|2020_3	1	1	1	1	1.0	1.0	N/A	T
merged|20243_2	1	2	1	2	1.0	1.0	N/A	T
merged|20490_9	1	1	1	1	1.0	1.0	N/A	T
merged|20520_5	1	1	1	1	1.0	1.0	N/A	T
merged|20525_14	1	3	1	3	0.5	0.5	N/A	T
merged|20532_2	4	9	5	10	3.3333333333333335	3.33	N/A	T
merged|20564_6	1	1	1	1	1.0	1.0	N/A	T
merged|20657_18	1	4	1	4	2.0	2.0	N/A	T
merged|20657_60	1	1	1	1	1.0	1.0	N/A	T
merged|20690_5	1	1	1	1	1.0	1.0	N/A	T
merged|20764_7	1	1	1	1	1.0	1.0	N/A	T
merged|20912_7	1	1	1	1	1.0	1.0	N/A	T
merged|20925_5	3	3	3	3	3.0	3.0	N/A	T
merged|20932_7	1	1	1	1	1.0	1.0	N/A	T
merged|20933_3	1	1	1	1	1.0	1.0	N/A	T
merged|20937_16	1	1	2	2	2.0	2.0	N/A	T
merged|20937_21	1	1	1	1	1.0	1.0	N/A	T
merged|20937_22	1	1	1	1	1.0	1.0	N/A	T
merged|20937_83	1	2	1	2	0.5	0.5	N/A	T
merged|20937_89	1	2	1	2	0.6666666666666666	0.67	N/A	T
merged|21022_1	2	2	2	2	2.0	2.0	N/A	T
merged|21056_3	1	1	1	1	1.0	1.0	N/A	T
merged|21122_10	2	3	2	3	1.5	1.5	N/A	T
merged|21122_9	1	1	1	1	1.0	1.0	N/A	T
merged|21169_3	1	1	1	1	1.0	1.0	N/A	T
merged|21234_18	1	1	1	1	1.0	1.0	N/A	T
merged|21234_19	1	1	1	1	1.0	1.0	N/A	T
merged|21266_28	2	3	2	3	0.6	0.6	N/A	T
merged|21266_40	1	3	1	3	0.13636363636363635	0.14	N/A	T
merged|21454_2	1	1	1	1	1.0	1.0	N/A	T
merged|21471_52	1	1	1	1	1.0	1.0	N/A	T
merged|21583_5	1	1	1	1	1.0	1.0	N/A	T
merged|2158_1	1	7	1	7	1.75	1.75	N/A	T
merged|21645_1	1	1	1	1	1.0	1.0	N/A	T
merged|21703_1	1	1	1	1	1.0	1.0	N/A	T
merged|21728_2	1	2	1	2	1.0	1.0	N/A	T
merged|217_23	1	1	1	1	1.0	1.0	N/A	T
merged|21833_3	2	2	2	2	2.0	2.0	N/A	T
merged|21888_4	3	5	3	5	1.6666666666666667	1.67	N/A	T
merged|21951_2	1	1	1	1	1.0	1.0	N/A	T
merged|21952_3	1	1	1	1	1.0	1.0	N/A	T
merged|21953_1	1	8	1	19	2.375	2.38	N/A	T
merged|22036_1	1	1	1	1	1.0	1.0	N/A	T
merged|22050_8	2	2	2	2	2.0	2.0	N/A	T
merged|22055_38	1	1	1	1	1.0	1.0	N/A	T
merged|22055_58	1	1	1	1	1.0	1.0	N/A	T
merged|22061_27	1	1	1	1	1.0	1.0	N/A	T
merged|22062_17	1	1	1	1	1.0	1.0	N/A	T
merged|22069_32	1	1	1	1	1.0	1.0	N/A	T
merged|22069_36	1	1	1	1	1.0	1.0	N/A	T
merged|2207_9	2	2	2	2	2.0	2.0	N/A	T
merged|22154_16	1	1	1	1	1.0	1.0	N/A	T
merged|22171_31	1	1	1	1	1.0	1.0	N/A	T
merged|22171_32	1	1	1	1	1.0	1.0	N/A	T
merged|22171_34	2	3	2	3	1.5	1.5	N/A	T
merged|22182_45	1	1	1	1	1.0	1.0	N/A	T
merged|22182_47	1	1	1	1	1.0	1.0	N/A	T
merged|22197_2	1	1	1	1	1.0	1.0	N/A	T
merged|22260_4	1	1	1	1	1.0	1.0	N/A	T
merged|22339_14	1	1	1	1	1.0	1.0	N/A	T
merged|22384_15	1	1	1	1	1.0	1.0	N/A	T
merged|22420_2	6	8	12	15	7.5	7.5	N/A	T
merged|22420_3	1	1	1	1	1.0	1.0	N/A	T
merged|22453_15	1	1	1	1	1.0	1.0	N/A	T
merged|22511_7	1	1	1	1	1.0	1.0	N/A	T
merged|22570_7	1	1	1	1	1.0	1.0	N/A	T
merged|22703_1	1	1	1	1	1.0	1.0	N/A	T
merged|22771_56	1	1	1	1	1.0	1.0	N/A	T
merged|22782_1	1	1	1	1	1.0	1.0	N/A	T
merged|22850_35	1	2	1	2	1.0	1.0	N/A	T
merged|22850_69	5	5	5	5	5.0	5.0	N/A	T
merged|22850_71	1	1	1	1	1.0	1.0	N/A	T
merged|23045_2	1	1	1	1	1.0	1.0	N/A	T
merged|23064_2	1	1	1	1	1.0	1.0	N/A	T
merged|23126_8	1	1	1	1	1.0	1.0	N/A	T
merged|2339_7	1	1	1	1	1.0	1.0	N/A	T
merged|23464_1	1	1	1	1	1.0	1.0	N/A	T
merged|2349_2	4	4	4	4	4.0	4.0	N/A	T
merged|23518_3	1	2	1	2	1.0	1.0	N/A	T
merged|23544_3	2	4	2	4	2.0	2.0	N/A	T
merged|23560_17	1	1	1	1	1.0	1.0	N/A	T
merged|23594_16	1	1	1	1	1.0	1.0	N/A	T
merged|23594_23	1	1	1	1	1.0	1.0	N/A	T
merged|23604_2	1	1	1	1	1.0	1.0	N/A	T
merged|23678_11	1	1	1	1	1.0	1.0	N/A	T
merged|23703_4	2	2	2	2	2.0	2.0	N/A	T
merged|2376_4	5	9	6	10	2.5	2.5	N/A	T
merged|2379_7	1	1	1	1	1.0	1.0	N/A	T
merged|23834_4	1	5	1	5	2.5	2.5	N/A	T
merged|23861_9	1	4	1	4	2.0	2.0	N/A	T
merged|23866_2	1	1	1	1	1.0	1.0	N/A	T
merged|23866_3	2	2	2	2	2.0	2.0	N/A	T
merged|2389_12	1	1	1	1	1.0	1.0	N/A	T
merged|23903_1	1	1	1	1	1.0	1.0	N/A	T
merged|23939_8	1	2	1	2	1.0	1.0	N/A	T
merged|23959_3	1	1	1	1	1.0	1.0	N/A	T
merged|23991_5	2	2	2	2	2.0	2.0	N/A	T
merged|23991_6	1	1	1	1	1.0	1.0	N/A	T
merged|24020_1	1	1	1	1	1.0	1.0	N/A	T
merged|24148_3	1	1	1	1	1.0	1.0	N/A	T
merged|24168_2	1	1	1	1	1.0	1.0	N/A	T
merged|24202_2	3	3	4	4	4.0	4.0	N/A	T
merged|24202_3	1	1	1	1	1.0	1.0	N/A	T
merged|2420_14	2	7	2	7	0.7777777777777778	0.78	N/A	T
merged|24245_1	1	1	1	1	1.0	1.0	N/A	T
merged|24257_1	1	5	1	5	1.6666666666666667	1.67	N/A	T
merged|2428_2	2	2	2	2	2.0	2.0	N/A	T
merged|24304_3	6	6	6	6	6.0	6.0	N/A	T
merged|24304_4	3	5	3	5	0.8333333333333334	0.83	N/A	T
merged|24317_1	1	1	1	1	1.0	1.0	N/A	T
merged|24375_1	1	1	1	1	1.0	1.0	N/A	T
merged|24421_2	1	1	1	1	1.0	1.0	N/A	T
merged|24471_3	2	2	2	2	2.0	2.0	N/A	T
merged|24471_43	1	1	1	1	1.0	1.0	N/A	T
merged|24471_48	1	1	1	1	1.0	1.0	N/A	T
merged|24478_6	1	1	1	1	1.0	1.0	N/A	T
merged|24485_12	1	1	1	1	1.0	1.0	N/A	T
merged|24495_1	1	2	1	2	1.0	1.0	N/A	T
merged|24502_16	1	1	1	1	1.0	1.0	N/A	T
merged|24508_9	1	1	1	1	1.0	1.0	N/A	T
merged|24509_5	1	1	1	1	1.0	1.0	N/A	T
merged|24522_28	1	1	1	1	1.0	1.0	N/A	T
merged|24527_25	1	2	1	2	0.5	0.5	N/A	T
merged|24529_11	3	4	3	4	2.0	2.0	N/A	T
merged|24547_33	1	1	1	1	1.0	1.0	N/A	T
merged|24567_15	1	2	1	2	1.0	1.0	N/A	T
merged|24567_16	1	4	1	4	2.0	2.0	N/A	T
merged|24567_18	1	3	1	3	1.0	1.0	N/A	T
merged|24634_1	1	1	1	1	1.0	1.0	N/A	T
merged|24703_8	1	1	1	1	1.0	1.0	N/A	T
merged|24732_1	1	1	1	1	1.0	1.0	N/A	T
merged|24744_13	1	1	1	1	1.0	1.0	N/A	T
merged|24874_5	1	1	1	1	1.0	1.0	N/A	T
merged|24897_1	2	2	2	2	2.0	2.0	N/A	T
merged|24904_3	1	1	1	1	1.0	1.0	N/A	T
merged|24948_12	1	3	1	3	1.5	1.5	N/A	T
merged|2508_1	1	1	1	1	1.0	1.0	N/A	T
merged|25093_1	4	4	4	4	4.0	4.0	N/A	T
merged|25121_3	1	2	1	2	0.6666666666666666	0.67	N/A	T
merged|2527_6	1	1	1	1	1.0	1.0	N/A	T
merged|2527_9	2	5	2	5	1.6666666666666667	1.67	N/A	T
merged|2536_6	1	1	1	1	1.0	1.0	N/A	T
merged|25423_4	1	1	1	1	1.0	1.0	N/A	T
merged|25600_18	1	3	1	5	0.125	0.12	N/A	T
merged|25622_113	1	1	1	1	1.0	1.0	N/A	T
merged|2566_1	1	5	1	7	0.175	0.17	N/A	T
merged|25679_13	2	4	2	4	2.0	2.0	N/A	T
merged|2568_32	1	1	1	1	1.0	1.0	N/A	T
merged|25699_1	3	8	3	8	1.6	1.6	N/A	T
merged|25699_2	1	7	1	8	2.0	2.0	N/A	T
merged|25818_19	1	1	1	1	1.0	1.0	N/A	T
merged|25901_4	1	1	1	1	1.0	1.0	N/A	T
merged|2599_16	2	2	2	2	2.0	2.0	N/A	T
merged|26045_1	3	4	3	4	2.0	2.0	N/A	T
merged|26061_4	1	1	1	1	1.0	1.0	N/A	T
merged|26098_3	1	1	1	1	1.0	1.0	N/A	T
merged|260_10	1	1	1	1	1.0	1.0	N/A	T
merged|26112_2	1	1	1	1	1.0	1.0	N/A	T
merged|26127_5	1	1	1	1	1.0	1.0	N/A	T
merged|26127_6	1	1	1	1	1.0	1.0	N/A	T
merged|26181_3	2	2	2	2	2.0	2.0	N/A	T
merged|26204_1	1	2	1	2	0.6666666666666666	0.67	N/A	T
merged|26204_2	1	6	1	6	1.2	1.2	N/A	T
merged|26324_2	1	1	1	1	1.0	1.0	N/A	T
merged|26327_10	1	1	1	1	1.0	1.0	N/A	T
merged|26332_2	1	1	2	2	2.0	2.0	N/A	T
merged|26332_3	1	1	1	1	1.0	1.0	N/A	T
merged|2634_5	2	7	2	7	1.0	1.0	N/A	T
merged|26383_1	1	1	1	1	1.0	1.0	N/A	T
merged|2641_103	1	2	1	2	1.0	1.0	N/A	T
merged|2641_198	1	1	1	1	1.0	1.0	N/A	T
merged|2641_53	1	1	1	1	1.0	1.0	N/A	T
merged|2641_68	3	3	3	3	3.0	3.0	N/A	T
merged|26442_2	1	2	1	2	1.0	1.0	N/A	T
merged|26462_4	1	1	1	1	1.0	1.0	N/A	T
merged|26500_1	2	2	2	2	2.0	2.0	N/A	T
merged|26500_5	1	1	1	1	1.0	1.0	N/A	T
merged|26621_5	1	7	1	7	0.35	0.35	N/A	T
merged|26621_6	1	1	1	1	1.0	1.0	N/A	T
merged|26627_41	1	1	1	1	1.0	1.0	N/A	T
merged|26651_14	3	8	4	9	3.0	3.0	N/A	T
merged|26651_21	1	4	1	4	1.0	1.0	N/A	T
merged|26651_48	3	6	3	6	3.0	3.0	N/A	T
merged|26651_55	1	5	1	5	1.0	1.0	N/A	T
merged|26651_70	1	2	1	2	1.0	1.0	N/A	T
merged|26686_1	2	3	2	3	1.5	1.5	N/A	T
merged|26717_2	6	7	6	7	3.5	3.5	N/A	T
merged|2675_20	1	1	1	1	1.0	1.0	N/A	T
merged|26761_2	1	1	1	1	1.0	1.0	N/A	T
merged|26769_1	1	1	1	1	1.0	1.0	N/A	T
merged|26795_16	2	7	2	10	5.0	5.0	N/A	T
merged|26797_10	1	1	1	1	1.0	1.0	N/A	T
merged|26804_14	1	1	1	1	1.0	1.0	N/A	T
merged|26808_6	1	7	1	16	3.2	3.2	N/A	T
merged|26817_11	1	1	1	1	1.0	1.0	N/A	T
merged|26824_16	1	2	1	2	0.6666666666666666	0.67	N/A	T
merged|26824_20	3	4	3	4	1.0	1.0	N/A	T
merged|26824_31	1	1	1	1	1.0	1.0	N/A	T
merged|26825_31	1	1	1	1	1.0	1.0	N/A	T
merged|26830_18	1	3	1	3	0.75	0.75	N/A	T
merged|26830_23	2	5	2	5	1.6666666666666667	1.67	N/A	T
merged|26831_19	2	2	2	2	2.0	2.0	N/A	T
merged|26831_27	1	1	1	1	1.0	1.0	N/A	T
merged|26831_32	1	1	1	1	1.0	1.0	N/A	T
merged|26831_83	1	1	1	1	1.0	1.0	N/A	T
merged|26833_6	1	2	1	2	1.0	1.0	N/A	T
merged|26833_7	2	8	2	8	0.36363636363636365	0.36	N/A	T
merged|26837_3	2	2	2	2	2.0	2.0	N/A	T
merged|26838_14	1	1	1	1	1.0	1.0	N/A	T
merged|26842_17	1	1	1	1	1.0	1.0	N/A	T
merged|26847_71	1	1	1	1	1.0	1.0	N/A	T
merged|26847_75	1	1	1	1	1.0	1.0	N/A	T
merged|26849_4	1	1	1	1	1.0	1.0	N/A	T
merged|2690_1	1	1	1	1	1.0	1.0	N/A	T
merged|26944_5	1	1	1	1	1.0	1.0	N/A	T
merged|26946_68	1	22	1	51	5.1	5.1	N/A	T
merged|26965_1	1	1	1	1	1.0	1.0	N/A	T
merged|26978_8	2	4	2	4	1.3333333333333333	1.33	N/A	T
merged|27101_3	1	1	1	1	1.0	1.0	N/A	T
merged|27102_2	1	1	1	1	1.0	1.0	N/A	T
merged|27150_1	2	2	2	2	2.0	2.0	N/A	T
merged|27166_13	1	1	1	1	1.0	1.0	N/A	T
merged|27166_34	1	1	1	1	1.0	1.0	N/A	T
merged|27265_3	1	1	1	1	1.0	1.0	N/A	T
merged|2728_5	1	1	1	1	1.0	1.0	N/A	T
merged|2731_5	2	2	2	2	2.0	2.0	N/A	T
merged|2731_9	1	1	1	1	1.0	1.0	N/A	T
merged|27325_5	1	1	1	1	1.0	1.0	N/A	T
merged|2744_2	1	4	1	4	2.0	2.0	N/A	T
merged|2747_1	1	2	1	2	1.0	1.0	N/A	T
merged|274_30	1	2	1	2	1.0	1.0	N/A	T
merged|27772_8	1	1	1	1	1.0	1.0	N/A	T
merged|2779_2	1	1	1	1	1.0	1.0	N/A	T
merged|27906_5	1	1	1	1	1.0	1.0	N/A	T
merged|27916_12	1	1	1	1	1.0	1.0	N/A	T
merged|27922_1	1	1	1	1	1.0	1.0	N/A	T
merged|2802_7	1	1	1	1	1.0	1.0	N/A	T
merged|28127_9	1	5	1	5	1.6666666666666667	1.67	N/A	T
merged|2812_1	1	1	1	1	1.0	1.0	N/A	T
merged|2817_6	1	1	1	1	1.0	1.0	N/A	T
merged|281_1	1	1	1	1	1.0	1.0	N/A	T
merged|28233_8	1	1	1	1	1.0	1.0	N/A	T
merged|28267_5	1	1	1	1	1.0	1.0	N/A	T
merged|2826_5	1	2	1	2	0.6666666666666666	0.67	N/A	T
merged|28277_3	1	3	1	3	1.5	1.5	N/A	T
merged|28296_3	1	1	1	1	1.0	1.0	N/A	T
merged|28303_14	1	1	1	1	1.0	1.0	N/A	T
merged|28451_26	2	2	3	3	3.0	3.0	N/A	T
merged|28459_2	1	1	1	1	1.0	1.0	N/A	T
merged|2846_7	3	4	3	4	1.3333333333333333	1.33	N/A	T
merged|28512_2	2	4	2	4	1.0	1.0	N/A	T
merged|28655_3	1	1	1	1	1.0	1.0	N/A	T
merged|28656_2	1	2	1	2	1.0	1.0	N/A	T
merged|2866_31	2	2	2	2	2.0	2.0	N/A	T
merged|2868_16	1	1	1	1	1.0	1.0	N/A	T
merged|28708_11	1	1	1	1	1.0	1.0	N/A	T
merged|28758_4	1	1	1	1	1.0	1.0	N/A	T
merged|28787_1	2	2	2	2	2.0	2.0	N/A	T
merged|28790_3	1	1	1	1	1.0	1.0	N/A	T
merged|28810_2	1	1	1	1	1.0	1.0	N/A	T
merged|28829_1	3	4	3	4	2.0	2.0	N/A	T
merged|28829_3	1	1	1	1	1.0	1.0	N/A	T
merged|28888_1	3	3	4	4	4.0	4.0	N/A	T
merged|28888_3	1	2	1	2	1.0	1.0	N/A	T
merged|28905_18	1	1	1	1	1.0	1.0	N/A	T
merged|28911_14	1	1	2	2	2.0	2.0	N/A	T
merged|28913_18	1	1	1	1	1.0	1.0	N/A	T
merged|28916_44	5	6	5	6	2.0	2.0	N/A	T
merged|28916_48	1	1	1	1	1.0	1.0	N/A	T
merged|28951_2	2	2	2	2	2.0	2.0	N/A	T
merged|29017_11	1	2	1	2	1.0	1.0	N/A	T
merged|2907_3	1	1	1	1	1.0	1.0	N/A	T
merged|29085_23	1	1	1	1	1.0	1.0	N/A	T
merged|29085_24	1	1	1	1	1.0	1.0	N/A	T
merged|29085_25	6	6	6	6	6.0	6.0	N/A	T
merged|29085_49	1	1	1	1	1.0	1.0	N/A	T
merged|29143_22	1	1	1	1	1.0	1.0	N/A	T
merged|29372_24	4	6	4	8	4.0	4.0	N/A	T
merged|29440_1	1	1	1	1	1.0	1.0	N/A	T
merged|29506_1	1	1	1	1	1.0	1.0	N/A	T
merged|29569_4	1	1	1	1	1.0	1.0	N/A	T
merged|29663_1	2	3	3	4	2.0	2.0	N/A	T
merged|29715_1	1	1	1	1	1.0	1.0	N/A	T
merged|2976_18	1	1	1	1	1.0	1.0	N/A	T
merged|29772_1	1	1	1	1	1.0	1.0	N/A	T
merged|29977_14	2	2	2	2	2.0	2.0	N/A	T
